Sample,AIRSPEED  L,AIRSPEED R,ALTITUDE L,ALTITUDE R,AP ENGAGED,VHF3 PTT,VHF2 PTT,VHF1 PTT,TIME GMT (SS),TIME GMT (MM),TIME GMT (HH),TIME ELAPSED,TQ 2 ,TQ 1,ACCN NORM,ACCN LONG,ACCN LAT,FLAP POS,HEADING
,[ knots ],[ knots ],[ feet ],[ feet ],[  ],[  ],[  ],[  ],[ SS ],[ MM ],[ HH ],[  ],[ % ],[ % ],[ g ],[ g ],[ g ],[ deg ],[ deg ]
3224,184,185,8414,8414,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,15.5,1.1055,0.0078,-0.0059,,4
3225,185,185,8398,8398,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,7,34,17,,16,15.5,1.0938,0.0078,-0.0078,4.922,6.2
3226,185,185,8386,8384,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,16,1.0664,0.0059,0.0039,,8.5
3227,185,185,8362,8362,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3713,16,15.5,1.0938,0.0059,-0.0039,4.922,10.5
3228,185,185,8346,8342,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,15.5,1.0938,0.0098,-0.0156,,12.6
3229,185,186,8326,8330,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,11,34,17,,16,16,1.0859,0.0059,0,4.922,14.9
3230,185,185,8312,8312,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,16,1.0898,0.0059,-0.002,,17.2
3231,185,186,8296,8298,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3717,16,16,1.0508,0.002,-0.002,4.922,19
3232,185,186,8280,8282,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,16,1.0586,0.002,0,,20.8
3233,186,186,8266,8268,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,15,34,17,,16,15.5,1.0313,0,-0.0059,4.922,22.5
3234,185,186,8248,8250,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,16,1.0352,0,0.0078,,24
3235,186,187,8232,8234,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3721,16,15.5,1.0234,0,-0.0078,4.922,25.4
3236,187,187,8216,8216,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,15.5,1.0195,-0.002,-0.002,,27
3237,187,187,8198,8200,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,19,34,17,,16,15.5,1.0195,-0.002,0,4.922,28.5
3238,186,187,8182,8180,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16,15.5,1.0156,-0.002,0.002,,29.6
3239,186,187,8162,8160,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3725,15.5,14.5,1.0039,-0.0039,0.0039,4.922,30.8
3240,186,187,8142,8142,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,15.5,14.5,1.0117,-0.0098,-0.0098,,32
3241,186,187,8122,8122,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,23,34,17,,15.5,14.5,1.0117,-0.0059,0.0059,4.922,33.1
3242,187,187,8102,8102,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,15.5,14.5,1.0195,-0.0039,-0.0059,,34.1
3243,187,188,8084,8082,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3729,14.5,14.5,1.0313,-0.0059,0.0039,4.922,35.1
3244,187,188,8062,8066,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,13.5,13,1.0156,-0.0137,-0.0039,,36
3245,187,188,8046,8044,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,27,34,17,,13.5,12.5,1.0156,-0.0137,-0.0039,4.922,37
3246,187,188,8026,8028,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,13.5,12.5,1.0078,-0.0098,0.002,,38.1
3247,187,188,8006,8004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3733,11.5,11.5,1.0273,-0.0156,0,4.922,38.9
3248,187,187,7986,7988,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,11,10,1.0273,-0.0137,-0.002,,39.9
3249,187,188,7972,7972,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,31,34,17,,10.5,10,1.0039,-0.0215,0.0117,4.922,40.8
3250,187,188,7954,7954,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,10.5,9.5,0.9805,-0.0215,0,,41.5
3251,187,187,7936,7934,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3737,10,9.5,1.0156,-0.0195,0.0059,4.922,42.2
3252,186,187,7914,7914,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,10,9.5,1.0117,-0.0156,0,,42.9
3253,187,187,7898,7898,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,35,34,17,,10,9,1.0039,-0.0195,0.0059,4.922,43.7
3254,187,187,7880,7884,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,10,9,0.9883,-0.0215,0.002,,44.5
3255,187,187,7862,7864,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3741,10,9,1.0039,-0.0215,0.002,4.922,45.1
3256,187,187,7846,7846,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,10,9,1.0078,-0.0215,0,,45.6
3257,186,187,7828,7828,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,39,34,17,,10,9,1.0156,-0.0195,0.0039,4.922,46.3
3258,186,187,7810,7812,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,10,9,1.0078,-0.0215,0.002,,46.9
3259,187,187,7794,7798,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3745,10,9,1.0039,-0.0176,0.0078,4.922,47.4
3260,187,187,7778,7778,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,9,9,1.0117,-0.0215,0.0117,,47.9
3261,187,187,7760,7760,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,43,34,17,,7,7,0.9922,-0.0313,0.0039,4.922,48.3
3262,186,187,7744,7748,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7,6.5,0.9883,-0.0332,0.0117,,48.9
3263,187,187,7730,7732,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3749,7.5,7,0.9883,-0.041,0.0137,4.922,49
3264,187,187,7716,7722,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,7.5,7,1.0117,-0.0527,0.0078,,49.1
3265,186,186,7708,7710,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,47,34,17,,7.5,7,0.9805,-0.0703,0.0059,4.922,49.1
3266,185,185,7694,7696,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,7,7,0.9688,-0.0723,0,,49.1
3267,184,184,7676,7674,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,3753,7,7,0.9492,-0.084,0.0039,4.922,49.1
3268,183,183,7654,7652,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7,7,0.9609,-0.0625,0,,49.3
3269,182,182,7630,7632,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,51,34,17,,7,7,0.9766,-0.0605,0.0078,4.922,49.5
3270,181,181,7614,7612,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7,7,0.9648,-0.0586,0.002,,49.7
3271,180,181,7590,7592,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3757,7,7,1,-0.0547,0.0117,4.922,50
3272,179,180,7568,7572,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7,7,1.0234,-0.0508,0.0078,,50.4
3273,178,179,7550,7552,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,55,34,17,,7,7,1.0156,-0.043,0.0059,4.922,50.8
3274,178,179,7532,7534,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7,7,1.0039,-0.0508,0.0039,,51.2
3275,177,178,7510,7516,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,3761,7,7,1.0508,-0.0449,0.0195,4.922,51.8
3276,177,177,7498,7500,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,7,7,1.0039,-0.0488,0.0098,,52.2
3277,176,177,7478,7484,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,59,34,17,,7,7,1.0391,-0.041,0.0078,4.922,52.6
3278,176,176,7468,7474,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7,7,0.9922,-0.043,0.0059,,53.2
3279,175,176,7454,7458,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3765,7,7,1,-0.0449,0.002,4.922,53.7
3280,174,174,7440,7442,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,6,6.5,1.0078,-0.043,0.0078,,54.3
3281,173,173,7424,7430,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,3,35,17,,3.5,3,1,-0.0527,0.0137,4.922,55.1
3282,172,172,7408,7416,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,0.5,-0.5,1.0039,-0.0547,0.0293,,55.9
3283,171,171,7396,7400,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3769,-1,-2.5,0.9844,-0.0586,0.0176,4.922,56.4
3284,169,170,7378,7384,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,-2,-3,0.9961,-0.0586,0.0156,,57
3285,168,168,7362,7368,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,7,35,17,,-1.5,-3,1.0156,-0.0527,0.0254,4.922,57.9
3286,167,167,7346,7352,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,-1.5,-3,1.0156,-0.0488,0.0215,,58.8
3287,166,166,7330,7338,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3773,-1.5,-2.5,1.0352,-0.0449,0.0195,4.922,59.3
3288,165,165,7320,7326,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,-1,-2.5,1.0117,-0.043,0.0273,,59.8
3289,163,164,7306,7314,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,11,35,17,,-1,-2.5,1.0117,-0.041,0.0254,4.922,60.1
3290,162,163,7296,7302,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,-0.5,-2,0.9922,-0.0391,0.0215,,60.6
3291,161,161,7284,7290,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3777,-0.5,-2,0.9922,-0.0371,0.0195,4.922,60.9
3292,160,160,7270,7276,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,0,-2,0.9883,-0.0352,0.0313,,61.2
3293,159,159,7258,7266,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,15,35,17,,0,-1.5,0.9922,-0.0313,0.0313,4.922,61.2
3294,158,158,7246,7250,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,1.5,-1,0.9844,-0.0254,0.0391,,61
3295,156,157,7230,7236,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3781,2.5,1,1.0195,-0.0156,0.0293,5.361,60.6
3296,156,157,7218,7224,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4,2.5,1.0391,-0.0137,0.0273,,59.9
3297,155,155,7210,7218,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,19,35,17,,5,5,1.0313,-0.0117,0.0254,6.68,59.3
3298,154,155,7200,7208,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,5,5.5,1.0469,-0.0137,0.0273,,58.7
3299,152,152,7182,7184,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3785,3,2.5,1.0156,-0.0371,0.0195,7.998,58.2
3300,150,151,7166,7170,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,1.5,0.9922,-0.043,0.0234,,57.8
3301,149,149,7152,7156,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,23,35,17,,1,0,1,-0.0508,0.0215,9.316,57.5
3302,147,147,7142,7148,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,-0.5,-1.5,0.9922,-0.0625,0.0215,,57.1
3303,145,145,7132,7142,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3789,0,-2.5,0.9766,-0.0684,0.0195,10.547,56.7
3304,144,144,7126,7132,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,1,0,0.9688,-0.0566,0.0059,,56.3
3305,143,143,7118,7122,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,27,35,17,,0.5,-1,0.9648,-0.0605,0.0137,11.689,56.2
3306,141,141,7108,7112,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,1,-1,0.9688,-0.0586,0.0176,,56.1
3307,140,140,7098,7102,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3793,3.5,-0.5,0.9648,-0.0566,0.0117,12.832,55.8
3308,139,139,7090,7092,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,6.5,6.5,0.9883,-0.0254,0.0117,,55.5
3309,138,139,7076,7080,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,31,35,17,,7,7.5,1.0313,-0.0273,0.0215,13.975,55.4
3310,138,138,7070,7074,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,8,7.5,1.0078,-0.0293,0.0137,,55.3
3311,137,137,7062,7066,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3797,8,8,0.9961,-0.0293,0.0117,14.941,55
3312,136,136,7054,7056,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7.5,7.5,0.9727,-0.0313,0.002,,54.6
3313,136,136,7042,7044,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,35,35,17,,7.5,7,0.9688,-0.0332,0,14.941,54.5
3314,135,135,7030,7030,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7.5,7,0.9805,-0.0293,0,,54.6
3315,135,135,7018,7018,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3801,7.5,7,0.9766,-0.0293,0,14.941,54.7
3316,134,135,7004,7006,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,7.5,7,0.9805,-0.0254,0.002,,54.8
3317,134,134,6990,6992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,39,35,17,,7.5,7,0.9805,-0.0254,0,14.941,55
3318,133,134,6976,6978,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,8,7,0.9961,-0.0215,0.0098,,55.3
3319,133,134,6964,6966,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3805,12,10.5,1.0117,0.0039,0.0039,14.941,55.5
3320,133,134,6952,6954,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,12.5,12,1.0195,0.0039,0.002,,55.5
3321,133,133,6940,6940,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,43,35,17,,13,12,1.0117,0.0059,0,14.941,55.8
3322,133,133,6928,6928,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,13,12,1.0078,0.0059,0,,56
3323,132,133,6918,6920,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,3809,13,12.5,0.9922,0.0059,0,14.941,56.2
3324,133,133,6904,6908,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14,12.5,1.0117,0.0078,0.0078,,56.3
3325,132,133,6898,6898,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,47,35,17,,14,13,0.9766,0.0078,0,14.941,56.3
3326,132,133,6884,6884,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14,13,1,0.0098,-0.0117,,56.3
3327,132,132,6874,6874,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3813,14.5,13,0.9844,0.0098,-0.002,14.941,56.3
3328,131,132,6862,6862,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14,13,0.9766,0.0098,0,,56.3
3329,131,132,6850,6852,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,51,35,17,,14,12.5,0.9961,0.0117,-0.0059,14.941,56.4
3330,132,132,6840,6840,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,15,13,0.9922,0.0117,0.0059,,56.7
3331,132,132,6828,6830,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,3817,15,13,0.9805,0.0098,0.0039,14.941,56.6
3332,132,132,6816,6818,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,14.5,13,0.9922,0.0117,0.002,,56.6
3333,131,132,6802,6806,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,55,35,17,,14.5,13,1.0117,0.0098,0,14.941,56.5
3334,132,132,6794,6792,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,14.5,13,0.9844,0.0137,0.002,,56.5
3335,131,131,6778,6782,ENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,3821,14.5,13,1.0117,0.0156,0,14.941,56.6
3336,131,132,6768,6770,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14.5,13,0.9922,0.0137,-0.002,,56.6
3337,131,132,6758,6760,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,59,35,17,,14.5,13,0.9883,0.0117,0,14.941,56.5
3338,131,131,6748,6748,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14.5,13,0.9883,0.0117,0.0039,,56.3
3339,131,131,6736,6738,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3825,14.5,13,0.9805,0.0137,0,14.941,56.2
3340,131,131,6724,6724,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14.5,13,0.9883,0.0137,-0.002,,56.1
3341,131,131,6712,6714,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,3,36,17,,14.5,13,0.9961,0.0156,-0.0059,15.117,56.2
3342,131,132,6700,6702,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14.5,13,1.0039,0.0117,0.002,,56.3
3343,131,131,6690,6692,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3829,14.5,13,1.0313,0.0059,0,18.545,56.3
3344,131,131,6684,6688,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14,12.5,1.0391,-0.0078,0.0039,,56.3
3345,131,131,6678,6678,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,7,36,17,,14,12.5,1.0508,-0.0254,-0.0039,25.049,56.2
3346,129,130,6664,6664,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14,12,1.043,-0.0391,0.0059,,56
3347,128,129,6658,6660,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3833,14,12,1.0117,-0.0645,-0.0137,31.553,55.9
3348,128,129,6654,6654,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,14,12,1.0039,-0.084,0,,56
3349,128,127,6650,6652,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,11,36,17,,15.5,12.5,0.9336,-0.084,0,35.156,56.1
3350,127,126,6648,6646,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16.5,15,0.9258,-0.0801,0.0176,,56
3351,125,125,6640,6640,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3837,16.5,14.5,0.9219,-0.0801,-0.0293,35.156,55.8
3352,125,125,6632,6632,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,16.5,14.5,0.9023,-0.0801,-0.0059,,55.8
3353,124,124,6622,6620,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,15,36,17,,16,14.5,0.8789,-0.0742,0.0117,35.156,56
3354,124,124,6608,6602,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,15,13,0.8945,-0.0781,-0.0039,,56
3355,123,123,6584,6580,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3841,15.5,12.5,0.9375,-0.0762,-0.0059,35.156,56
3356,123,124,6562,6558,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,18.5,17,0.9805,-0.0547,-0.0098,,56.3
3357,123,124,6540,6538,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,19,36,17,,19,17.5,1.0273,-0.0527,0,35.156,56.3
3358,124,124,6522,6520,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,19.5,17.5,1.043,-0.0488,-0.0039,,56.3
3359,124,124,6506,6504,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3845,20.5,19,1.0313,-0.043,0,35.156,56.3
3360,124,124,6490,6488,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,23,19.5,1.0547,-0.0391,-0.0195,,56.3
3361,124,124,6474,6476,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,23,36,17,,22,19.5,1.0664,-0.0449,-0.0176,35.156,56.1
3362,124,124,6464,6464,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,21.5,19.5,1.0391,-0.0391,-0.0059,,56.1
3363,123,123,6454,6456,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3849,21,19.5,1.0195,-0.0449,0.0059,35.156,56.2
3364,122,123,6446,6448,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,21,20,1,-0.0371,0,,56.1
3365,122,123,6438,6440,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,27,36,17,,21,19.5,0.9844,-0.0488,-0.0234,35.156,55.7
3366,123,123,6432,6434,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,21,19.5,0.9922,-0.0508,0,,55.7
3367,122,122,6424,6424,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3853,21.5,19.5,0.9648,-0.041,-0.0059,35.156,56.2
3368,122,122,6414,6414,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,21,19,0.9609,-0.0488,0,,56.5
3369,121,122,6402,6400,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,31,36,17,,21,19,0.9609,-0.0371,-0.0117,35.156,56.6
3370,121,122,6388,6390,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,21,18.5,1,-0.041,-0.0176,,56.8
3371,121,122,6378,6376,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3857,21,18,0.9844,-0.0449,-0.002,35.156,57
3372,121,121,6366,6368,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,21,18.5,0.9922,-0.0391,0.0117,,57.2
3373,120,121,6354,6356,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,35,36,17,,20.5,18,1.0039,-0.0391,0.0039,35.156,57.4
3374,120,121,6344,6348,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,21.5,19.5,1,-0.0273,-0.0059,,57.5
3375,120,121,6334,6334,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3861,23,22,1.0039,-0.0273,0.002,35.156,57.7
3376,120,121,6324,6326,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,23,24.5,1.0039,-0.0195,0.002,,57.6
3377,121,121,6314,6314,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,39,36,17,,23.5,23.5,1,-0.0234,0.0156,35.156,57.4
3378,121,121,6304,6304,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,24,24,0.9922,-0.0215,-0.0195,,57.2
3379,120,120,6292,6294,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3865,24,23.5,1.0039,-0.0176,-0.002,35.156,57.3
3380,120,121,6286,6288,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,24,23,0.9961,-0.0215,0.0039,,57.7
3381,120,121,6276,6276,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,43,36,17,,24,23.5,1.0039,-0.0176,-0.0117,35.156,57.8
3382,121,121,6266,6268,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,24,23.5,1.0078,-0.0254,0,,57.6
3383,120,121,6256,6258,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3869,24,23.5,1.0117,-0.0254,0.0039,35.156,57.4
3384,120,121,6248,6250,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,24,23,1,-0.0273,-0.0195,,57.2
3385,120,121,6238,6240,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,47,36,17,,24,23,1,-0.0254,0,35.156,57.4
3386,120,121,6230,6232,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,24,23.5,0.9922,-0.0234,0.002,,57.4
3387,120,120,6220,6222,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,3873,24,23.5,0.9727,-0.0234,-0.0156,35.156,57.2
3388,120,121,6214,6214,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,24,23,0.9727,-0.0215,-0.0098,,56.9
3389,120,120,6202,6202,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,51,36,17,,24,23,0.9805,-0.0234,-0.0195,35.156,56.9
3390,119,120,6190,6192,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,24,23.5,1.0039,-0.0117,-0.0098,,57.1
