Sample,AIRSPEED  L,AIRSPEED R,ALTITUDE L,ALTITUDE R,AP ENGAGED,VHF3 PTT,VHF2 PTT,VHF1 PTT,TIME GMT (SS),TIME GMT (MM),TIME GMT (HH),TIME ELAPSED,TQ 2 ,TQ 1,ACCN NORM,ACCN LONG,ACCN LAT,FLAP POS,HEADING
,[ knots ],[ knots ],[ feet ],[ feet ],[  ],[  ],[  ],[  ],[ SS ],[ MM ],[ HH ],[  ],[ % ],[ % ],[ g ],[ g ],[ g ],[ deg ],[ deg ]
1,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,40,16,,3,3,1.0195,-0.0215,-0.0391,9.932,30.8
2,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,3,0.9063,0.002,0.041,,30.8
3,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,490,3,3,0.9922,-0.0117,0.0156,9.932,31.2
4,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,3,0.9727,-0.0078,0.0059,,31.3
5,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,40,16,,2.5,3,0.9766,-0.0117,0,9.932,31.4
6,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9727,-0.0215,-0.0117,,31.6
7,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,494,2.5,2.5,0.9766,-0.0059,0,9.932,31.5
8,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9961,-0.0234,-0.0059,,31
9,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,40,16,,2.5,2.5,0.9844,-0.0273,0.0176,9.932,30.8
10,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0078,-0.0254,-0.043,,30.9
11,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,498,2.5,2.5,1,-0.0273,0.0293,9.932,31
12,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1,-0.0215,-0.0098,,31
13,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,40,16,,2.5,2.5,0.9648,-0.0254,0.0078,9.932,31
14,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9883,-0.0195,0.0371,,31
15,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,502,2.5,2.5,0.9805,-0.0293,0.0117,9.844,30.9
16,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9688,-0.0332,0.0215,,31
17,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,40,16,,2.5,2.5,0.9922,-0.0234,0.0117,9.932,30.9
18,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0039,-0.0215,-0.0078,,30.9
19,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,506,2.5,2.5,1.0117,-0.0234,0.0137,9.932,30.9
20,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1,-0.0195,0.0059,,31.1
21,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,40,16,,2.5,2.5,1.0273,-0.0195,0.0313,9.932,31.4
22,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9961,-0.0254,0.0215,,31.5
23,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,510,2.5,2.5,1.0117,-0.0254,0.0234,9.932,31.6
24,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0195,-0.0254,-0.0176,,31.4
25,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,40,16,,2.5,2.5,0.9648,-0.0234,0.0059,9.932,31.1
26,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9844,-0.0176,0.0059,,30.9
27,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,514,2.5,2.5,1.0078,-0.0313,-0.0195,9.844,30.8
28,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9727,-0.0234,-0.0137,,30.8
29,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,40,16,,2.5,2.5,0.9688,-0.0195,0,9.932,30.7
30,0,0,64,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9961,-0.0215,0.0098,,30.8
31,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,518,2.5,2.5,0.957,-0.0293,-0.0098,9.932,30.8
32,0,0,64,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9883,-0.0176,0.0098,,31
33,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,40,16,,2.5,2.5,1.0078,-0.0332,-0.0039,9.932,31.1
34,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2,0.9883,-0.0313,0.0156,,31.2
35,0,0,124,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,522,3,2,0.9922,-0.0332,0.0137,9.932,31.2
36,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2,1.0117,-0.0352,0,,31.2
37,0,0,124,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,41,16,,3,2,0.9922,-0.041,-0.0176,9.932,31.1
38,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2,0.9727,-0.0293,0.0176,,31.1
39,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,526,3,2,0.9961,-0.0293,-0.0078,9.932,31.1
40,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,4,2.5,0.9805,-0.0391,-0.0332,,31
41,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,4,41,16,,4,2.5,0.9727,-0.0391,0.0137,9.932,31.1
42,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,4,2.5,0.9688,-0.0352,-0.0039,,31
43,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,530,3.5,2.5,1,-0.0352,0,9.932,31.1
44,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1,-0.0273,-0.002,,31.1
45,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,41,16,,3.5,2.5,1.0117,-0.0352,0.0039,9.932,30.9
46,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0352,0.0078,,30.8
47,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,534,3.5,2.5,0.9883,-0.0273,0.0039,9.932,30.5
48,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,3.5,2.5,0.9844,-0.0332,0.0078,,30.3
49,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,41,16,,3.5,2.5,0.9805,-0.0273,0.0156,9.932,30.1
50,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9883,-0.041,0.0215,,30.1
51,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,538,3.5,2.5,0.9883,-0.0332,0.0137,9.932,30.3
52,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0352,-0.0449,0.0176,,30.8
53,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,41,16,,3.5,2.5,0.9922,-0.0293,-0.0078,9.932,31.2
54,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0371,-0.0059,,31.3
55,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,542,3.5,2.5,0.9883,-0.0352,0,9.932,31.1
56,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0332,0.002,,31
57,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,41,16,,3.5,2.5,0.9805,-0.0332,-0.0117,9.932,31.1
58,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1,-0.0293,0.0117,,31.3
59,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,546,3.5,2.5,1.0273,-0.0352,-0.0039,9.932,31.5
60,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0273,0.0332,,31.5
61,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,41,16,,3.5,2.5,1.0117,-0.0352,-0.0059,9.932,31.5
62,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9883,-0.0293,0.0059,,31.5
63,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,550,3.5,2.5,0.9961,-0.0352,0,9.932,31.5
64,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0391,0.0234,,31.4
65,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,41,16,,3.5,2.5,0.9805,-0.0352,0.0098,9.932,31.2
66,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9883,-0.0391,0.0215,,31.2
67,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,554,3.5,2.5,0.9883,-0.0313,-0.0078,9.932,31.1
68,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9844,-0.0352,-0.002,,31
69,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,41,16,,3.5,2.5,0.9883,-0.0391,0.0059,9.932,30.9
70,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0195,-0.043,0.0098,,31
71,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,558,3.5,2,1.0078,-0.043,0.0039,9.932,31
72,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0156,-0.043,-0.0039,,30.6
73,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,41,16,,3.5,2.5,1.0313,-0.0371,-0.0176,9.932,29.5
74,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0273,-0.043,-0.0293,,26.5
75,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,562,4,2.5,1.0156,-0.0352,-0.0469,9.932,21.4
76,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0391,-0.0449,,15.6
77,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,41,16,,3.5,2.5,1.0117,-0.0352,-0.0273,9.932,9.5
78,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0234,-0.0371,-0.0293,,3.5
79,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,566,4,2.5,1.0039,-0.041,-0.0313,9.932,357.5
80,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4,2.5,0.9922,-0.0391,-0.041,,351.6
81,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,41,16,,3.5,2.5,1.0117,-0.0313,-0.0273,9.932,345.9
82,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9727,-0.0352,-0.0605,,340.3
83,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,570,4,2.5,1.0117,-0.0449,-0.0508,9.932,334.4
84,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4,2.5,1.0313,-0.0469,-0.0625,,328.4
85,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,41,16,,4,2.5,1.0156,-0.043,-0.0547,9.932,321.9
86,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4,2.5,1.0273,-0.0391,-0.0547,,316.2
87,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,574,4,3,1.0195,-0.0371,-0.0723,9.932,309.9
88,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,3,1.0195,-0.043,-0.0508,,303.6
89,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,41,16,,4,3,1.0078,-0.0352,-0.041,9.932,297.3
90,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2.5,1.0156,-0.0293,-0.0547,,291.7
91,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,578,2.5,2,1.0039,-0.0195,-0.0352,9.932,286.9
92,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,1.0039,-0.0195,-0.0547,,282.6
93,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,41,16,,2,2,1.0195,-0.0195,-0.0469,9.932,278.9
94,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,0.9922,-0.0195,-0.0117,,276.2
95,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,582,2,2,1.0117,-0.0234,-0.0234,9.844,274.1
96,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,1.0078,-0.0254,-0.0137,,272.6
97,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,42,16,,2,2,1.0078,-0.0234,-0.002,9.932,271.7
98,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,0.9922,-0.0215,-0.0176,,271.2
99,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,586,2,2,0.9648,-0.0234,-0.0195,9.932,271
100,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2,0.9609,-0.0254,-0.0059,,270.8
101,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,42,16,,3.5,2.5,0.9805,-0.0391,-0.0176,9.932,270.5
102,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9844,-0.0195,-0.002,,270.3
103,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,590,2,2,0.9727,-0.0273,-0.0117,9.932,270.2
104,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,0.9805,-0.0293,0,,270.9
105,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,42,16,,2,2,0.9922,-0.0137,-0.0078,9.932,272.3
106,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,0.9961,-0.0215,0.0078,,274.6
107,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,594,2,2,0.9961,-0.0234,0.0313,9.932,277.8
108,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,1.0078,-0.0215,-0.0078,,281.5
109,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,42,16,,2,1.5,1.0117,-0.0234,0.0332,9.932,285.1
110,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,1.5,1.0078,-0.0176,0.0254,,288.7
111,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,598,2,1.5,1.0156,-0.0234,0.0137,9.932,292.2
112,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,1.5,0.9805,-0.0215,0.0176,,295
113,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,42,16,,2,1.5,0.9883,-0.0234,0,9.932,297.2
114,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,1.5,0.9844,-0.0273,0.0137,,298.6
115,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,602,2,1.5,1.0234,-0.0254,-0.0273,9.932,299.4
116,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2,1.0078,-0.0313,0.0117,,299.7
117,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,42,16,,3.5,2,0.9766,-0.0254,0.0039,9.932,300
118,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9961,-0.0371,0.0156,,300.3
119,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,606,3.5,3,0.9805,-0.0293,0.0078,9.932,300.7
120,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9648,-0.0293,-0.002,,300.6
121,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,42,16,,3.5,2.5,0.9844,-0.0449,-0.0137,9.932,299.4
122,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0527,-0.0117,,295.7
123,0,0,124,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,610,3.5,2.5,0.9961,-0.0625,-0.0137,9.932,289.7
124,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2.5,0.9844,-0.0488,-0.0234,,281.7
125,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,42,16,,2.5,2.5,0.9961,-0.0313,-0.0039,9.932,273.3
126,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,3,1,-0.0293,-0.0059,,264.9
127,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,614,2.5,3,1,-0.0254,-0.0137,9.844,256.3
128,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,3,1,-0.0273,-0.0176,,247.5
129,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,42,16,,2.5,2.5,1.0078,-0.0215,-0.0176,9.932,238.5
130,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2,0.9922,-0.0254,-0.0215,,230.5
131,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,618,4,2.5,1,-0.0313,-0.0117,9.932,223.8
132,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4,2.5,0.9922,-0.0273,-0.002,,218.4
133,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,42,16,,4,3,1.0039,-0.0254,-0.0117,9.844,214.5
134,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9922,-0.0293,-0.0117,,212
135,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,622,3.5,2.5,1,-0.0273,0,9.932,209.8
136,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,0.9922,-0.0137,-0.0078,,207.7
137,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,42,16,,2,2,0.9922,-0.0117,0,9.932,205.6
138,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,0.9883,-0.0176,0,,204
139,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,626,2,2,0.9961,-0.0176,-0.002,9.932,203.1
140,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,1,-0.0176,0,,202.9
141,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,42,16,,2,2,0.9961,-0.0195,0,9.932,203
142,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2,2,0.9922,-0.0156,0.0078,,203.7
143,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,630,3,2,0.9922,-0.0371,0,9.932,205
144,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2,0.9883,-0.0313,0,,206.4
145,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,42,16,,4,2.5,0.9922,-0.0352,-0.002,9.932,207.5
146,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4,2.5,0.9922,-0.0293,0.002,,208
147,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,634,3.5,2.5,1,-0.0391,0,9.932,207.9
148,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1,-0.043,0.0039,,207.9
149,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,42,16,,3.5,2.5,1,-0.0449,0,9.932,207.9
150,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3,2.5,0.9961,-0.043,0.002,,207.9
151,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,638,3.5,2.5,0.9922,-0.0098,0.0078,9.932,207.9
152,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1,-0.0195,0,,207.9
153,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,42,16,,3.5,2.5,1,-0.0176,0,9.932,207.9
154,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9961,-0.0215,0.002,,207.9
155,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,642,3.5,2.5,1,-0.0176,0,9.932,207.9
156,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9961,-0.0215,0.002,,207.9
157,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,43,16,,2.5,2.5,1,0,0,9.932,207.8
158,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,5,4,1.0039,0.0195,0,,207.8
159,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,646,8.5,8.5,0.9961,0.041,-0.0078,9.932,207.9
160,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,10,10.5,1.0039,0.0449,0,,207.9
161,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,43,16,,11.5,12.5,1.0039,0.0625,0,9.932,208.1
162,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,17,16.5,1.0039,0.0801,0.0156,,208.6
163,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,650,25,24.5,1.0078,0.1289,0.0176,9.932,208.9
164,0,0,124,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,35,33.5,1,0.1777,0.0078,,209.4
165,0,0,126,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,43,16,,40,41,1.0195,0.2051,-0.002,9.844,209.9
166,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,43.5,1.0117,0.2207,0.0039,,210.4
167,0,33,130,132,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,654,47.5,48,1.0039,0.2285,0.0117,9.844,210.8
168,38,40,134,136,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,54.5,53.5,1.0195,0.252,-0.0059,,210.6
169,41,43,136,138,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,43,16,,62,62,1.0195,0.2695,0.0098,9.932,210.7
