Sample,AIRSPEED  L,AIRSPEED R,ALTITUDE L,ALTITUDE R,AP ENGAGED,VHF3 PTT,VHF2 PTT,VHF1 PTT,TIME GMT (SS),TIME GMT (MM),TIME GMT (HH),TIME ELAPSED,TQ 2,TQ 1,ACCN NORM,ACCN LONG,ACCN LAT,FLAP POS,HEADING,AIRSPEED_AVG,ALTITUDE_AVG,TQ_AVG,VERTICAL_SPEED,VERTICAL_SPEED_SMOOTH,ACCEL_NORM_DIFF,ALTITUDE_AGL,PHASE
1,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24.0,40.0,16.0,,3.0,3.0,1.0195,-0.0215,-0.0391,9.932,30.8,0.0,129.0,3.0,,,,33.0,GROUND
2,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.0,3.0,0.9063,0.002,0.041,,30.8,0.0,129.0,3.0,0.0,,-0.11320000000000008,33.0,GROUND
3,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,490.0,3.0,3.0,0.9922,-0.0117,0.0156,9.932,31.2,0.0,129.0,3.0,0.0,,0.08589999999999998,33.0,GROUND
4,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,3.0,0.9727,-0.0078,0.0059,,31.3,0.0,129.0,2.75,0.0,,-0.019499999999999962,33.0,GROUND
5,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28.0,40.0,16.0,,2.5,3.0,0.9766,-0.0117,0.0,9.932,31.4,0.0,129.0,2.75,0.0,,0.0039000000000000146,33.0,GROUND
6,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9727,-0.0215,-0.0117,,31.6,0.0,128.0,2.5,-120.0,,-0.0039000000000000146,32.0,GROUND
7,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,494.0,2.5,2.5,0.9766,-0.0059,0.0,9.932,31.5,0.0,129.0,2.5,120.0,-12.0,0.0039000000000000146,33.0,GROUND
8,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9961,-0.0234,-0.0059,,31.0,0.0,128.0,2.5,-120.0,0.0,0.019499999999999962,32.0,GROUND
9,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32.0,40.0,16.0,,2.5,2.5,0.9844,-0.0273,0.0176,9.932,30.8,0.0,129.0,2.5,120.0,0.0,-0.011699999999999933,33.0,GROUND
10,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0078,-0.0254,-0.043,,30.9,0.0,128.0,2.5,-120.0,0.0,0.023399999999999976,32.0,GROUND
11,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,498.0,2.5,2.5,1.0,-0.0273,0.0293,9.932,31.0,0.0,128.0,2.5,0.0,0.0,-0.007800000000000029,32.0,GROUND
12,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0,-0.0215,-0.0098,,31.0,0.0,129.0,2.5,120.0,12.0,0.0,33.0,GROUND
13,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36.0,40.0,16.0,,2.5,2.5,0.9648,-0.0254,0.0078,9.932,31.0,0.0,129.0,2.5,0.0,-12.0,-0.03520000000000001,33.0,GROUND
14,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9883,-0.0195,0.0371,,31.0,0.0,129.0,2.5,0.0,12.0,0.023499999999999965,33.0,GROUND
15,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,502.0,2.5,2.5,0.9805,-0.0293,0.0117,9.844,30.9,0.0,129.0,2.5,0.0,0.0,-0.007799999999999918,33.0,GROUND
16,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9688,-0.0332,0.0215,,31.0,0.0,129.0,2.5,0.0,12.0,-0.011700000000000044,33.0,GROUND
17,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40.0,40.0,16.0,,2.5,2.5,0.9922,-0.0234,0.0117,9.932,30.9,0.0,128.0,2.5,-120.0,12.0,0.023399999999999976,32.0,GROUND
18,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0039,-0.0215,-0.0078,,30.9,0.0,129.0,2.5,120.0,-12.0,0.011700000000000044,33.0,GROUND
19,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,506.0,2.5,2.5,1.0117,-0.0234,0.0137,9.932,30.9,0.0,129.0,2.5,0.0,-12.0,0.007800000000000029,33.0,GROUND
20,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0,-0.0195,0.0059,,31.1,0.0,129.0,2.5,0.0,-12.0,-0.011700000000000044,33.0,GROUND
21,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44.0,40.0,16.0,,2.5,2.5,1.0273,-0.0195,0.0313,9.932,31.4,0.0,129.0,2.5,0.0,-12.0,0.027300000000000102,33.0,GROUND
22,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9961,-0.0254,0.0215,,31.5,0.0,128.0,2.5,-120.0,0.0,-0.031200000000000117,32.0,GROUND
23,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,510.0,2.5,2.5,1.0117,-0.0254,0.0234,9.932,31.6,0.0,128.0,2.5,0.0,12.0,0.015600000000000058,32.0,GROUND
24,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,1.0195,-0.0254,-0.0176,,31.4,0.0,128.0,2.5,0.0,-12.0,0.007800000000000029,32.0,GROUND
25,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48.0,40.0,16.0,,2.5,2.5,0.9648,-0.0234,0.0059,9.932,31.1,0.0,128.0,2.5,0.0,-12.0,-0.05470000000000008,32.0,GROUND
26,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9844,-0.0176,0.0059,,30.9,0.0,129.0,2.5,120.0,-396.0,0.019600000000000062,33.0,GROUND
27,0,0,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,514.0,2.5,2.5,1.0078,-0.0313,-0.0195,9.844,30.8,0.0,129.0,2.5,0.0,-12.0,0.023399999999999976,33.0,GROUND
28,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9727,-0.0234,-0.0137,,30.8,0.0,128.0,2.5,-120.0,-384.0,-0.03510000000000002,32.0,GROUND
29,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52.0,40.0,16.0,,2.5,2.5,0.9688,-0.0195,0.0,9.932,30.7,0.0,128.0,2.5,0.0,0.0,-0.0039000000000000146,32.0,GROUND
30,0,0,64,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9961,-0.0215,0.0098,,30.8,0.0,96.0,2.5,-3840.0,-24.0,0.02729999999999999,0.0,GROUND
31,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,518.0,2.5,2.5,0.957,-0.0293,-0.0098,9.932,30.8,0.0,128.0,2.5,3840.0,-36.0,-0.039100000000000024,32.0,GROUND
32,0,0,64,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9883,-0.0176,0.0098,,31.0,0.0,96.0,2.5,-3840.0,-36.0,0.031299999999999994,0.0,GROUND
33,0,0,128,128,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56.0,40.0,16.0,,2.5,2.5,1.0078,-0.0332,-0.0039,9.932,31.1,0.0,128.0,2.5,3840.0,-48.0,0.019500000000000073,32.0,GROUND
34,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.0,2.0,0.9883,-0.0313,0.0156,,31.2,0.0,126.0,2.5,-240.0,-24.0,-0.019500000000000073,30.0,GROUND
35,0,0,124,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,522.0,3.0,2.0,0.9922,-0.0332,0.0137,9.932,31.2,0.0,125.0,2.5,-120.0,-24.0,0.0039000000000000146,29.0,GROUND
36,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.0,2.0,1.0117,-0.0352,0.0,,31.2,0.0,126.0,2.5,120.0,336.0,0.019500000000000073,30.0,GROUND
37,0,0,124,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0.0,41.0,16.0,,3.0,2.0,0.9922,-0.041,-0.0176,9.932,31.1,0.0,125.0,2.5,-120.0,-48.0,-0.019500000000000073,29.0,GROUND
38,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.0,2.0,0.9727,-0.0293,0.0176,,31.1,0.0,126.0,2.5,120.0,336.0,-0.019499999999999962,30.0,GROUND
39,0,0,126,126,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,526.0,3.0,2.0,0.9961,-0.0293,-0.0078,9.932,31.1,0.0,126.0,2.5,0.0,-48.0,0.023399999999999976,30.0,GROUND
40,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,4.0,2.5,0.9805,-0.0391,-0.0332,,31.0,0.0,124.0,3.25,-240.0,-24.0,-0.015599999999999947,28.0,GROUND
41,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,4.0,41.0,16.0,,4.0,2.5,0.9727,-0.0391,0.0137,9.932,31.1,0.0,124.0,3.25,0.0,-24.0,-0.007800000000000029,28.0,GROUND
42,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,4.0,2.5,0.9688,-0.0352,-0.0039,,31.0,0.0,124.0,3.25,0.0,-36.0,-0.0039000000000000146,28.0,GROUND
43,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,530.0,3.5,2.5,1.0,-0.0352,0.0,9.932,31.1,0.0,124.0,3.0,0.0,-24.0,0.031200000000000006,28.0,GROUND
44,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0,-0.0273,-0.002,,31.1,0.0,124.0,3.0,0.0,-24.0,0.0,28.0,GROUND
45,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8.0,41.0,16.0,,3.5,2.5,1.0117,-0.0352,0.0039,9.932,30.9,0.0,123.0,3.0,-120.0,-36.0,0.011700000000000044,27.0,GROUND
46,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0352,0.0078,,30.8,0.0,123.0,3.0,0.0,0.0,-0.0039000000000000146,27.0,GROUND
47,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,534.0,3.5,2.5,0.9883,-0.0273,0.0039,9.932,30.5,0.0,123.0,3.0,0.0,-12.0,-0.019500000000000073,27.0,GROUND
48,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,3.5,2.5,0.9844,-0.0332,0.0078,,30.3,0.0,124.0,3.0,120.0,-12.0,-0.0038999999999999035,28.0,GROUND
49,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12.0,41.0,16.0,,3.5,2.5,0.9805,-0.0273,0.0156,9.932,30.1,0.0,123.0,3.0,-120.0,-12.0,-0.0039000000000000146,27.0,GROUND
50,0,0,124,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9883,-0.041,0.0215,,30.1,0.0,124.0,3.0,120.0,-12.0,0.007799999999999918,28.0,GROUND
51,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,538.0,3.5,2.5,0.9883,-0.0332,0.0137,9.932,30.3,0.0,123.0,3.0,-120.0,-12.0,0.0,27.0,GROUND
52,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0352,-0.0449,0.0176,,30.8,0.0,123.0,3.0,0.0,-12.0,0.04689999999999994,27.0,GROUND
53,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16.0,41.0,16.0,,3.5,2.5,0.9922,-0.0293,-0.0078,9.932,31.2,0.0,123.0,3.0,0.0,0.0,-0.04299999999999993,27.0,GROUND
54,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0371,-0.0059,,31.3,0.0,123.0,3.0,0.0,-12.0,0.015600000000000058,27.0,GROUND
55,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,542.0,3.5,2.5,0.9883,-0.0352,0.0,9.932,31.1,0.0,122.0,3.0,-120.0,-12.0,-0.019500000000000073,26.0,GROUND
56,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0332,0.002,,31.0,0.0,122.0,3.0,0.0,-12.0,0.019500000000000073,26.0,GROUND
57,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20.0,41.0,16.0,,3.5,2.5,0.9805,-0.0332,-0.0117,9.932,31.1,0.0,123.0,3.0,120.0,0.0,-0.02729999999999999,27.0,GROUND
58,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0,-0.0293,0.0117,,31.3,0.0,123.0,3.0,0.0,-12.0,0.019499999999999962,27.0,GROUND
59,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,546.0,3.5,2.5,1.0273,-0.0352,-0.0039,9.932,31.5,0.0,122.0,3.0,-120.0,-12.0,0.027300000000000102,26.0,GROUND
60,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0273,0.0332,,31.5,0.0,123.0,3.0,120.0,-12.0,-0.019500000000000073,27.0,GROUND
61,0,0,122,124,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24.0,41.0,16.0,,3.5,2.5,1.0117,-0.0352,-0.0059,9.932,31.5,0.0,123.0,3.0,0.0,0.0,0.0039000000000000146,27.0,GROUND
62,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9883,-0.0293,0.0059,,31.5,0.0,122.0,3.0,-120.0,-12.0,-0.023400000000000087,26.0,GROUND
63,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,550.0,3.5,2.5,0.9961,-0.0352,0.0,9.932,31.5,0.0,122.0,3.0,0.0,-12.0,0.007800000000000029,26.0,GROUND
64,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0391,0.0234,,31.4,0.0,122.0,3.0,0.0,-12.0,0.011700000000000044,26.0,GROUND
65,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28.0,41.0,16.0,,3.5,2.5,0.9805,-0.0352,0.0098,9.932,31.2,0.0,122.0,3.0,0.0,-12.0,-0.02729999999999999,26.0,GROUND
66,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9883,-0.0391,0.0215,,31.2,0.0,121.0,3.0,-120.0,-24.0,0.007799999999999918,25.0,GROUND
67,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,554.0,3.5,2.5,0.9883,-0.0313,-0.0078,9.932,31.1,0.0,122.0,3.0,120.0,-24.0,0.0,26.0,GROUND
68,0,0,122,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9844,-0.0352,-0.002,,31.0,0.0,122.0,3.0,0.0,-12.0,-0.0038999999999999035,26.0,GROUND
69,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32.0,41.0,16.0,,3.5,2.5,0.9883,-0.0391,0.0059,9.932,30.9,0.0,121.0,3.0,-120.0,-24.0,0.0038999999999999035,25.0,GROUND
70,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0195,-0.043,0.0098,,31.0,0.0,121.0,3.0,0.0,-24.0,0.031200000000000117,25.0,GROUND
71,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,558.0,3.5,2.0,1.0078,-0.043,0.0039,9.932,31.0,0.0,121.0,2.75,0.0,-24.0,-0.011700000000000044,25.0,GROUND
72,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0156,-0.043,-0.0039,,30.6,0.0,121.0,3.0,0.0,-12.0,0.007800000000000029,25.0,GROUND
73,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36.0,41.0,16.0,,3.5,2.5,1.0313,-0.0371,-0.0176,9.932,29.5,0.0,120.0,3.0,-120.0,-24.0,0.015700000000000047,24.0,GROUND
74,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0273,-0.043,-0.0293,,26.5,0.0,120.0,3.0,0.0,-24.0,-0.0040000000000000036,24.0,GROUND
75,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,562.0,4.0,2.5,1.0156,-0.0352,-0.0469,9.932,21.4,0.0,120.0,3.25,0.0,-24.0,-0.011700000000000044,24.0,GROUND
76,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0078,-0.0391,-0.0449,,15.6,0.0,120.0,3.0,0.0,-24.0,-0.007800000000000029,24.0,GROUND
77,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40.0,41.0,16.0,,3.5,2.5,1.0117,-0.0352,-0.0273,9.932,9.5,0.0,120.0,3.0,0.0,-12.0,0.0039000000000000146,24.0,GROUND
78,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,1.0234,-0.0371,-0.0293,,3.5,0.0,120.0,3.0,0.0,-12.0,0.011700000000000044,24.0,GROUND
79,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,566.0,4.0,2.5,1.0039,-0.041,-0.0313,9.932,357.5,0.0,119.0,3.25,-120.0,0.0,-0.019500000000000073,23.0,GROUND
80,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4.0,2.5,0.9922,-0.0391,-0.041,,351.6,0.0,119.0,3.25,0.0,0.0,-0.011700000000000044,23.0,GROUND
81,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44.0,41.0,16.0,,3.5,2.5,1.0117,-0.0313,-0.0273,9.932,345.9,0.0,120.0,3.0,120.0,0.0,0.019500000000000073,24.0,GROUND
82,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,2.5,0.9727,-0.0352,-0.0605,,340.3,0.0,120.0,3.0,0.0,-12.0,-0.039000000000000035,24.0,GROUND
83,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,570.0,4.0,2.5,1.0117,-0.0449,-0.0508,9.932,334.4,0.0,120.0,3.25,0.0,-24.0,0.039000000000000035,24.0,GROUND
84,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4.0,2.5,1.0313,-0.0469,-0.0625,,328.4,0.0,120.0,3.25,0.0,-24.0,0.019600000000000062,24.0,GROUND
85,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48.0,41.0,16.0,,4.0,2.5,1.0156,-0.043,-0.0547,9.932,321.9,0.0,120.0,3.25,0.0,0.0,-0.015700000000000047,24.0,GROUND
86,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,4.0,2.5,1.0273,-0.0391,-0.0547,,316.2,0.0,119.0,3.25,-120.0,0.0,0.011700000000000044,23.0,GROUND
87,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,574.0,4.0,3.0,1.0195,-0.0371,-0.0723,9.932,309.9,0.0,118.0,3.5,-120.0,-12.0,-0.007800000000000029,22.0,GROUND
88,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.5,3.0,1.0195,-0.043,-0.0508,,303.6,0.0,118.0,3.25,0.0,-12.0,0.0,22.0,GROUND
89,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52.0,41.0,16.0,,4.0,3.0,1.0078,-0.0352,-0.041,9.932,297.3,0.0,119.0,3.5,120.0,-12.0,-0.011700000000000044,23.0,GROUND
90,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,3.0,2.5,1.0156,-0.0293,-0.0547,,291.7,0.0,119.0,2.75,0.0,0.0,0.007800000000000029,23.0,GROUND
91,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,578.0,2.5,2.0,1.0039,-0.0195,-0.0352,9.932,286.9,0.0,119.0,2.25,0.0,12.0,-0.011700000000000044,23.0,GROUND
92,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,2.0,1.0039,-0.0195,-0.0547,,282.6,0.0,119.0,2.0,0.0,12.0,0.0,23.0,GROUND
93,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56.0,41.0,16.0,,2.0,2.0,1.0195,-0.0195,-0.0469,9.932,278.9,0.0,119.0,2.0,0.0,12.0,0.015600000000000058,23.0,GROUND
94,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,2.0,0.9922,-0.0195,-0.0117,,276.2,0.0,120.0,2.0,120.0,12.0,-0.027300000000000102,24.0,GROUND
95,0,0,120,122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,582.0,2.0,2.0,1.0117,-0.0234,-0.0234,9.844,274.1,0.0,121.0,2.0,120.0,0.0,0.019500000000000073,25.0,GROUND
96,0,0,120,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,2.0,1.0078,-0.0254,-0.0137,,272.6,0.0,120.0,2.0,-120.0,-12.0,-0.0039000000000000146,24.0,GROUND
97,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0.0,42.0,16.0,,2.0,2.0,1.0078,-0.0234,-0.002,9.932,271.7,0.0,119.0,2.0,-120.0,-12.0,0.0,23.0,GROUND
98,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,2.0,0.9922,-0.0215,-0.0176,,271.2,0.0,119.0,2.0,0.0,-12.0,-0.015600000000000058,23.0,GROUND
99,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,586.0,2.0,2.0,0.9648,-0.0234,-0.0195,9.932,271.0,0.0,119.0,2.0,0.0,-12.0,-0.02739999999999998,23.0,GROUND
100,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.0,0.9609,-0.0254,-0.0059,,270.8,0.0,118.0,2.25,-120.0,-24.0,-0.0039000000000000146,22.0,GROUND
101,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4.0,42.0,16.0,,3.5,2.5,0.9805,-0.0391,-0.0176,9.932,270.5,0.0,118.0,3.0,0.0,-36.0,0.019600000000000062,22.0,GROUND
102,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.5,2.5,0.9844,-0.0195,-0.002,,270.3,0.0,118.0,2.5,0.0,-12.0,0.0039000000000000146,22.0,GROUND
103,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,590.0,2.0,2.0,0.9727,-0.0273,-0.0117,9.932,270.2,0.0,118.0,2.0,0.0,0.0,-0.011700000000000044,22.0,GROUND
104,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,2.0,0.9805,-0.0293,0.0,,270.9,0.0,118.0,2.0,0.0,0.0,0.007800000000000029,22.0,GROUND
105,0,0,118,118,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8.0,42.0,16.0,,2.0,2.0,0.9922,-0.0137,-0.0078,9.932,272.3,0.0,118.0,2.0,0.0,0.0,0.011699999999999933,22.0,GROUND
106,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,2.0,0.9961,-0.0215,0.0078,,274.6,0.0,119.0,2.0,120.0,12.0,0.0039000000000000146,23.0,GROUND
107,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,594.0,2.0,2.0,0.9961,-0.0234,0.0313,9.932,277.8,0.0,119.0,2.0,0.0,12.0,0.0,23.0,GROUND
108,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,2.0,1.0078,-0.0215,-0.0078,,281.5,0.0,119.0,2.0,0.0,24.0,0.011700000000000044,23.0,GROUND
109,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12.0,42.0,16.0,,2.0,1.5,1.0117,-0.0234,0.0332,9.932,285.1,0.0,119.0,1.75,0.0,24.0,0.0039000000000000146,23.0,GROUND
110,0,0,118,120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,2.0,1.5,1.0078,-0.0176,0.0254,,288.7,0.0,119.0,1.75,0.0,24.0,-0.0039000000000000146,23.0,GROUND
